id,date,user,pc,to,cc,bcc,from,size,attachments,content_x,anomalous,content_y,cleaned_content_x,email_sentiment_x,content,cleaned_content_y,email_sentiment_y,email_activity
{Q1K4-T0KN16TJ-4530NZSH},07/27/2010 10:35:32,IJM0776,PC-0198,Slater.Nigel@raytheon.com,,,Indira.Jocelyn.Mack@dtaa.com,23355,0,growth job customer job team permanent team job contribute strong compensation resume team call required responsibilities experience required skills multiple initiative opening people experience multiple degree experience years passion dynamic guidance job management passion benefits sales dynamic customer multitask benefits multitask resume degree required interface hours guidance industry platform engineer resume passion call hours engineer resume,1,growth job customer job team permanent team job contribute strong compensation resume team call required responsibilities experience required skills multiple initiative opening people experience multiple degree experience years passion dynamic guidance job management passion benefits sales dynamic customer multitask benefits multitask resume degree required interface hours guidance industry platform engineer resume passion call hours engineer resume,growth job customer job team permanent team job contribute strong compensation resume team call required responsibilities experience required skills multiple initiative opening people experience multiple degree experience years passion dynamic guidance job management passion benefits sales dynamic customer multitask benefits multitask resume degree required interface hours guidance industry platform engineer resume passion call hours engineer resume,0.0866666666666666,growth job customer job team permanent team job contribute strong compensation resume team call required responsibilities experience required skills multiple initiative opening people experience multiple degree experience years passion dynamic guidance job management passion benefits sales dynamic customer multitask benefits multitask resume degree required interface hours guidance industry platform engineer resume passion call hours engineer resume,growth job customer job team permanent team job contribute strong compensation resume team call required responsibilities experience required skills multiple initiative opening people experience multiple degree experience years passion dynamic guidance job management passion benefits sales dynamic customer multitask benefits multitask resume degree required interface hours guidance industry platform engineer resume passion call hours engineer resume,0.0866666666666666,email_neutral
{S9O2-O8TQ14FE-0898VSDN},07/27/2010 10:54:27,IJM0776,PC-0198,Slater.Nigel@raytheon.com,,,Indira.Jocelyn.Mack@dtaa.com,28090,0,growth expert technologies salary responsibilities opening sales technologies opening degree technologies expert multiple sales guidance technologies management concepts concepts job degree expert start initiative degree skills benefits resume responsibilities multitask job starter guidance years analyze customer compensation dynamic on-line team sales team concepts sales responsibilities start concepts strong contribute report multiple resume,1,growth expert technologies salary responsibilities opening sales technologies opening degree technologies expert multiple sales guidance technologies management concepts concepts job degree expert start initiative degree skills benefits resume responsibilities multitask job starter guidance years analyze customer compensation dynamic on-line team sales team concepts sales responsibilities start concepts strong contribute report multiple resume,growth expert technologies salary responsibilities opening sales technologies opening degree technologies expert multiple sales guidance technologies management concepts concepts job degree expert start initiative degree skills benefits resume responsibilities multitask job starter guidance years analyze customer compensation dynamic online team sales team concepts sales responsibilities start concepts strong contribute report multiple resume,0.1083333333333333,growth expert technologies salary responsibilities opening sales technologies opening degree technologies expert multiple sales guidance technologies management concepts concepts job degree expert start initiative degree skills benefits resume responsibilities multitask job starter guidance years analyze customer compensation dynamic on-line team sales team concepts sales responsibilities start concepts strong contribute report multiple resume,growth expert technologies salary responsibilities opening sales technologies opening degree technologies expert multiple sales guidance technologies management concepts concepts job degree expert start initiative degree skills benefits resume responsibilities multitask job starter guidance years analyze customer compensation dynamic online team sales team concepts sales responsibilities start concepts strong contribute report multiple resume,0.1083333333333333,email_neutral
{B4M9-O2HP70IZ-7564RLDT},07/27/2010 13:20:12,IJM0776,PC-0198,Slater.Nigel@raytheon.com,,,Indira.Jocelyn.Mack@dtaa.com,38030,0,interface concepts part-time multitask contribute salary responsibilities expert multitask multiple passion develop on-time guidance job dynamic required guidance skills on-time degree platform resume job technologies growth report resume strong guidance people job engineer develop sales equivalent people dynamic experience responsibilities years contribute multiple,1,interface concepts part-time multitask contribute salary responsibilities expert multitask multiple passion develop on-time guidance job dynamic required guidance skills on-time degree platform resume job technologies growth report resume strong guidance people job engineer develop sales equivalent people dynamic experience responsibilities years contribute multiple,interface concepts parttime multitask contribute salary responsibilities expert multitask multiple passion develop ontime guidance job dynamic required guidance skills ontime degree platform resume job technologies growth report resume strong guidance people job engineer develop sales equivalent people dynamic experience responsibilities years contribute multiple,0.0866666666666666,interface concepts part-time multitask contribute salary responsibilities expert multitask multiple passion develop on-time guidance job dynamic required guidance skills on-time degree platform resume job technologies growth report resume strong guidance people job engineer develop sales equivalent people dynamic experience responsibilities years contribute multiple,interface concepts parttime multitask contribute salary responsibilities expert multitask multiple passion develop ontime guidance job dynamic required guidance skills ontime degree platform resume job technologies growth report resume strong guidance people job engineer develop sales equivalent people dynamic experience responsibilities years contribute multiple,0.0866666666666666,email_neutral
{R9W3-A4VN60WD-2819AARE},07/27/2010 15:16:04,PNL0301,PC-5611,Shannon.Chantale.Price@dtaa.com,,,Philip.Nathan.Logan@dtaa.com,34682,0,resign exit week interview letter letter key interview my opportunity opportunity key 2 2 position letter my 2 2 resignation notice exit 2 letter exit 2 interview 2 my my thanks thanks 2 2 week notice,1,resign exit week interview letter letter key interview my opportunity opportunity key 2 2 position letter my 2 2 resignation notice exit 2 letter exit 2 interview 2 my my thanks thanks 2 2 week notice,resign exit week interview letter letter key interview opportunity opportunity key 2 2 position letter 2 2 resignation notice exit 2 letter exit 2 interview 2 thanks thanks 2 2 week notice,0.1,resign exit week interview letter letter key interview my opportunity opportunity key 2 2 position letter my 2 2 resignation notice exit 2 letter exit 2 interview 2 my my thanks thanks 2 2 week notice,resign exit week interview letter letter key interview opportunity opportunity key 2 2 position letter 2 2 resignation notice exit 2 letter exit 2 interview 2 thanks thanks 2 2 week notice,0.1,email_neutral
{R1D1-K6PL83QG-4342ZDPM},07/28/2010 10:23:54,RAR0725,PC-4159,Key-Janna@hp.com,,,Raphael.Aristotle.Ray@dtaa.com,31687,0,responsibilities skills management guidance people skills responsibilities required experience expert passion required start multiple sales on-time experience sales multiple hours benefits dynamic customer technologies opening concepts skills job interface contribute multiple concepts part-time contribute dynamic technologies start resume resume multitask concepts degree team platform dynamic multitask initiative skills technologies contribute opening job report,1,responsibilities skills management guidance people skills responsibilities required experience expert passion required start multiple sales on-time experience sales multiple hours benefits dynamic customer technologies opening concepts skills job interface contribute multiple concepts part-time contribute dynamic technologies start resume resume multitask concepts degree team platform dynamic multitask initiative skills technologies contribute opening job report,responsibilities skills management guidance people skills responsibilities required experience expert passion required start multiple sales ontime experience sales multiple hours benefits dynamic customer technologies opening concepts skills job interface contribute multiple concepts parttime contribute dynamic technologies start resume resume multitask concepts degree team platform dynamic multitask initiative skills technologies contribute opening job report,0.0,responsibilities skills management guidance people skills responsibilities required experience expert passion required start multiple sales on-time experience sales multiple hours benefits dynamic customer technologies opening concepts skills job interface contribute multiple concepts part-time contribute dynamic technologies start resume resume multitask concepts degree team platform dynamic multitask initiative skills technologies contribute opening job report,responsibilities skills management guidance people skills responsibilities required experience expert passion required start multiple sales ontime experience sales multiple hours benefits dynamic customer technologies opening concepts skills job interface contribute multiple concepts parttime contribute dynamic technologies start resume resume multitask concepts degree team platform dynamic multitask initiative skills technologies contribute opening job report,0.0,email_neutral
{J3E4-G3ME43TI-1198VTRM},07/28/2010 10:59:35,RHL0992,PC-9040,BKM6137@hp.com,,,Rachel.Hermione.Le@dtaa.com,53782,0,platform start resume concepts required concepts permanent years passion responsibilities experience benefits technologies equivalent skills analyze experience concepts platform growth interface resume relocation part-time responsibilities multitask develop develop passion permanent expert contribute salary develop permanent management required,1,platform start resume concepts required concepts permanent years passion responsibilities experience benefits technologies equivalent skills analyze experience concepts platform growth interface resume relocation part-time responsibilities multitask develop develop passion permanent expert contribute salary develop permanent management required,platform start resume concepts required concepts permanent years passion responsibilities experience benefits technologies equivalent skills analyze experience concepts platform growth interface resume relocation parttime responsibilities multitask develop develop passion permanent expert contribute salary develop permanent management required,0.0,platform start resume concepts required concepts permanent years passion responsibilities experience benefits technologies equivalent skills analyze experience concepts platform growth interface resume relocation part-time responsibilities multitask develop develop passion permanent expert contribute salary develop permanent management required,platform start resume concepts required concepts permanent years passion responsibilities experience benefits technologies equivalent skills analyze experience concepts platform growth interface resume relocation parttime responsibilities multitask develop develop passion permanent expert contribute salary develop permanent management required,0.0,email_neutral
{F9L6-G7GK83BS-4715IXFP},07/28/2010 14:30:40,MOS0047,PC-5820,Fiona.C.Parrish@lockheedmartin.com,,,Mariko.Olga.Snyder@dtaa.com,29749,0,permanent multiple people on-line dynamic technologies customer degree permanent responsibilities strong experience required experience develop management on-line team opening management call responsibilities customer customer management job on-time job customer degree start resume report people benefits hours opening strong customer opening resume customer develop experience team strong opening required,1,permanent multiple people on-line dynamic technologies customer degree permanent responsibilities strong experience required experience develop management on-line team opening management call responsibilities customer customer management job on-time job customer degree start resume report people benefits hours opening strong customer opening resume customer develop experience team strong opening required,permanent multiple people online dynamic technologies customer degree permanent responsibilities strong experience required experience develop management online team opening management call responsibilities customer customer management job ontime job customer degree start resume report people benefits hours opening strong customer opening resume customer develop experience team strong opening required,0.2599999999999999,permanent multiple people on-line dynamic technologies customer degree permanent responsibilities strong experience required experience develop management on-line team opening management call responsibilities customer customer management job on-time job customer degree start resume report people benefits hours opening strong customer opening resume customer develop experience team strong opening required,permanent multiple people online dynamic technologies customer degree permanent responsibilities strong experience required experience develop management online team opening management call responsibilities customer customer management job ontime job customer degree start resume report people benefits hours opening strong customer opening resume customer develop experience team strong opening required,0.2599999999999999,email_positive
{S5X0-N8NK92ZD-3614TQZU},07/28/2010 14:45:00,RAR0725,PC-4159,Key-Janna@hp.com,,,Raphael.Aristotle.Ray@dtaa.com,24455,0,salary management customer multitask contribute job team dynamic customer expert management interface technologies equivalent strong equivalent required years skills degree management multitask passion on-time required resume platform skills contribute customer opening resume required multiple customer degree management opening customer contribute visual report years sales responsibilities technologies resume engineer growth growth years multiple start dynamic growth sales develop sales benefits multitask customer relocation platform skills benefits industry technologies required dynamic,1,salary management customer multitask contribute job team dynamic customer expert management interface technologies equivalent strong equivalent required years skills degree management multitask passion on-time required resume platform skills contribute customer opening resume required multiple customer degree management opening customer contribute visual report years sales responsibilities technologies resume engineer growth growth years multiple start dynamic growth sales develop sales benefits multitask customer relocation platform skills benefits industry technologies required dynamic,salary management customer multitask contribute job team dynamic customer expert management interface technologies equivalent strong equivalent required years skills degree management multitask passion ontime required resume platform skills contribute customer opening resume required multiple customer degree management opening customer contribute visual report years sales responsibilities technologies resume engineer growth growth years multiple start dynamic growth sales develop sales benefits multitask customer relocation platform skills benefits industry technologies required dynamic,0.0619047619047619,salary management customer multitask contribute job team dynamic customer expert management interface technologies equivalent strong equivalent required years skills degree management multitask passion on-time required resume platform skills contribute customer opening resume required multiple customer degree management opening customer contribute visual report years sales responsibilities technologies resume engineer growth growth years multiple start dynamic growth sales develop sales benefits multitask customer relocation platform skills benefits industry technologies required dynamic,salary management customer multitask contribute job team dynamic customer expert management interface technologies equivalent strong equivalent required years skills degree management multitask passion ontime required resume platform skills contribute customer opening resume required multiple customer degree management opening customer contribute visual report years sales responsibilities technologies resume engineer growth growth years multiple start dynamic growth sales develop sales benefits multitask customer relocation platform skills benefits industry technologies required dynamic,0.0619047619047619,email_neutral
{F7T0-P9VS14BS-8821QQDC},07/28/2010 16:18:57,RHL0992,PC-9040,BKM6137@hp.com,,,Rachel.Hermione.Le@dtaa.com,33526,0,management engineer resume permanent required equivalent years people required industry start permanent multiple sales customer skills years sales job contribute growth process responsibilities benefits report multitask dynamic sales skills experience starter technologies self skills required process compensation skills guidance strong strong interface equivalent skills multiple on-line on-time contribute equivalent starter self,1,management engineer resume permanent required equivalent years people required industry start permanent multiple sales customer skills years sales job contribute growth process responsibilities benefits report multitask dynamic sales skills experience starter technologies self skills required process compensation skills guidance strong strong interface equivalent skills multiple on-line on-time contribute equivalent starter self,management engineer resume permanent required equivalent years people required industry start permanent multiple sales customer skills years sales job contribute growth process responsibilities benefits report multitask dynamic sales skills experience starter technologies self skills required process compensation skills guidance strong strong interface equivalent skills multiple online ontime contribute equivalent starter self,0.1733333333333333,management engineer resume permanent required equivalent years people required industry start permanent multiple sales customer skills years sales job contribute growth process responsibilities benefits report multitask dynamic sales skills experience starter technologies self skills required process compensation skills guidance strong strong interface equivalent skills multiple on-line on-time contribute equivalent starter self,management engineer resume permanent required equivalent years people required industry start permanent multiple sales customer skills years sales job contribute growth process responsibilities benefits report multitask dynamic sales skills experience starter technologies self skills required process compensation skills guidance strong strong interface equivalent skills multiple online ontime contribute equivalent starter self,0.1733333333333333,email_neutral
{W3A3-Y0JA57JY-5689HJNA},07/28/2010 21:01:07,RHL0992,PC-9040,BKM6137@hp.com,,,Rachel.Hermione.Le@dtaa.com,27341,1,report technologies platform platform start multiple multitask sales job initiative on-line dynamic technologies team guidance part-time years contribute contribute contribute visual resume resume experience industry degree salary interface recruiter expert guidance passion industry salary sales management hours sales self team equivalent strong interface concepts responsibilities start expert,1,report technologies platform platform start multiple multitask sales job initiative on-line dynamic technologies team guidance part-time years contribute contribute contribute visual resume resume experience industry degree salary interface recruiter expert guidance passion industry salary sales management hours sales self team equivalent strong interface concepts responsibilities start expert,report technologies platform platform start multiple multitask sales job initiative online dynamic technologies team guidance parttime years contribute contribute contribute visual resume resume experience industry degree salary interface recruiter expert guidance passion industry salary sales management hours sales self team equivalent strong interface concepts responsibilities start expert,0.1083333333333333,report technologies platform platform start multiple multitask sales job initiative on-line dynamic technologies team guidance part-time years contribute contribute contribute visual resume resume experience industry degree salary interface recruiter expert guidance passion industry salary sales management hours sales self team equivalent strong interface concepts responsibilities start expert,report technologies platform platform start multiple multitask sales job initiative online dynamic technologies team guidance parttime years contribute contribute contribute visual resume resume experience industry degree salary interface recruiter expert guidance passion industry salary sales management hours sales self team equivalent strong interface concepts responsibilities start expert,0.1083333333333333,email_neutral
{X2X5-L1ZQ62VH-3825UMPR},07/29/2010 10:02:13,RHL0992,PC-9040,BKM6137@hp.com,,,Rachel.Hermione.Le@dtaa.com,15454,2,management concepts start team multiple concepts multitask platform management report management contribute multiple equivalent skills sales skills skills equivalent interface responsibilities degree on-time analyze team technologies experience sales starter interface develop sales on-line responsibilities resume management technologies strong on-line interface,1,management concepts start team multiple concepts multitask platform management report management contribute multiple equivalent skills sales skills skills equivalent interface responsibilities degree on-time analyze team technologies experience sales starter interface develop sales on-line responsibilities resume management technologies strong on-line interface,management concepts start team multiple concepts multitask platform management report management contribute multiple equivalent skills sales skills skills equivalent interface responsibilities degree ontime analyze team technologies experience sales starter interface develop sales online responsibilities resume management technologies strong online interface,0.1444444444444444,management concepts start team multiple concepts multitask platform management report management contribute multiple equivalent skills sales skills skills equivalent interface responsibilities degree on-time analyze team technologies experience sales starter interface develop sales on-line responsibilities resume management technologies strong on-line interface,management concepts start team multiple concepts multitask platform management report management contribute multiple equivalent skills sales skills skills equivalent interface responsibilities degree ontime analyze team technologies experience sales starter interface develop sales online responsibilities resume management technologies strong online interface,0.1444444444444444,email_neutral
{H7X7-I0OM48QG-1287OOJQ},07/29/2010 10:51:06,RHL0992,PC-9040,BKM6137@hp.com,,,Rachel.Hermione.Le@dtaa.com,26612,1,self starter concepts growth years on-line management sales responsibilities hours benefits resume people opening job team part-time experience self responsibilities concepts interface process passion resume years expert people customer technologies interface team experience responsibilities dynamic dynamic starter multiple platform sales team develop years job call equivalent degree contribute contribute expert experience skills develop concepts on-time report passion technologies years required experience multitask experience develop,1,self starter concepts growth years on-line management sales responsibilities hours benefits resume people opening job team part-time experience self responsibilities concepts interface process passion resume years expert people customer technologies interface team experience responsibilities dynamic dynamic starter multiple platform sales team develop years job call equivalent degree contribute contribute expert experience skills develop concepts on-time report passion technologies years required experience multitask experience develop,self starter concepts growth years online management sales responsibilities hours benefits resume people opening job team parttime experience self responsibilities concepts interface process passion resume years expert people customer technologies interface team experience responsibilities dynamic dynamic starter multiple platform sales team develop years job call equivalent degree contribute contribute expert experience skills develop concepts ontime report passion technologies years required experience multitask experience develop,0.0,self starter concepts growth years on-line management sales responsibilities hours benefits resume people opening job team part-time experience self responsibilities concepts interface process passion resume years expert people customer technologies interface team experience responsibilities dynamic dynamic starter multiple platform sales team develop years job call equivalent degree contribute contribute expert experience skills develop concepts on-time report passion technologies years required experience multitask experience develop,self starter concepts growth years online management sales responsibilities hours benefits resume people opening job team parttime experience self responsibilities concepts interface process passion resume years expert people customer technologies interface team experience responsibilities dynamic dynamic starter multiple platform sales team develop years job call equivalent degree contribute contribute expert experience skills develop concepts ontime report passion technologies years required experience multitask experience develop,0.0,email_neutral
{Y9G5-T2JV28EV-7909TQTZ},07/30/2010 14:14:55,IJM0776,PC-0198,Slater.Nigel@raytheon.com,,,Indira.Jocelyn.Mack@dtaa.com,27356,0,salary starter growth salary responsibilities degree management interface concepts management responsibilities contribute growth engineer skills benefits experience team people concepts resume experience visual skills hours permanent passion passion develop responsibilities concepts dynamic multitask customer experience interface visual resume customer concepts management team permanent process permanent develop permanent technologies growth hours resume responsibilities management guidance people interface equivalent responsibilities interface resume experience sales,1,salary starter growth salary responsibilities degree management interface concepts management responsibilities contribute growth engineer skills benefits experience team people concepts resume experience visual skills hours permanent passion passion develop responsibilities concepts dynamic multitask customer experience interface visual resume customer concepts management team permanent process permanent develop permanent technologies growth hours resume responsibilities management guidance people interface equivalent responsibilities interface resume experience sales,salary starter growth salary responsibilities degree management interface concepts management responsibilities contribute growth engineer skills benefits experience team people concepts resume experience visual skills hours permanent passion passion develop responsibilities concepts dynamic multitask customer experience interface visual resume customer concepts management team permanent process permanent develop permanent technologies growth hours resume responsibilities management guidance people interface equivalent responsibilities interface resume experience sales,0.0,salary starter growth salary responsibilities degree management interface concepts management responsibilities contribute growth engineer skills benefits experience team people concepts resume experience visual skills hours permanent passion passion develop responsibilities concepts dynamic multitask customer experience interface visual resume customer concepts management team permanent process permanent develop permanent technologies growth hours resume responsibilities management guidance people interface equivalent responsibilities interface resume experience sales,salary starter growth salary responsibilities degree management interface concepts management responsibilities contribute growth engineer skills benefits experience team people concepts resume experience visual skills hours permanent passion passion develop responsibilities concepts dynamic multitask customer experience interface visual resume customer concepts management team permanent process permanent develop permanent technologies growth hours resume responsibilities management guidance people interface equivalent responsibilities interface resume experience sales,0.0,email_neutral
{A8Z0-P7PL26NM-1802GPPU},07/30/2010 14:19:16,IJM0776,PC-0198,Slater.Nigel@raytheon.com,,,Indira.Jocelyn.Mack@dtaa.com,17621,0,resume interface experience process process engineer hours experience engineer report growth people responsibilities experience team guidance sales required starter dynamic expert experience resume degree equivalent opening responsibilities customer people experience dynamic platform multitask years technologies multitask industry salary skills multitask expert benefits skills platform,1,resume interface experience process process engineer hours experience engineer report growth people responsibilities experience team guidance sales required starter dynamic expert experience resume degree equivalent opening responsibilities customer people experience dynamic platform multitask years technologies multitask industry salary skills multitask expert benefits skills platform,resume interface experience process process engineer hours experience engineer report growth people responsibilities experience team guidance sales required starter dynamic expert experience resume degree equivalent opening responsibilities customer people experience dynamic platform multitask years technologies multitask industry salary skills multitask expert benefits skills platform,0.0,resume interface experience process process engineer hours experience engineer report growth people responsibilities experience team guidance sales required starter dynamic expert experience resume degree equivalent opening responsibilities customer people experience dynamic platform multitask years technologies multitask industry salary skills multitask expert benefits skills platform,resume interface experience process process engineer hours experience engineer report growth people responsibilities experience team guidance sales required starter dynamic expert experience resume degree equivalent opening responsibilities customer people experience dynamic platform multitask years technologies multitask industry salary skills multitask expert benefits skills platform,0.0,email_neutral
{J5Z4-J3PH11GK-0660ZBIJ},07/30/2010 15:03:11,DIB0285,PC-1268,Beck-Grant@raytheon.com,,,Deanna.Imelda.Blanchard@dtaa.com,26566,0,years customer degree multiple team part-time degree multitask resume permanent salary platform equivalent strong visual team responsibilities expert years experience opening growth contribute responsibilities multitask skills interface develop guidance management industry initiative people skills contribute strong equivalent report platform opening part-time on-line industry analyze salary multitask sales concepts responsibilities contribute benefits responsibilities passion strong required job industry multiple multitask customer,1,years customer degree multiple team part-time degree multitask resume permanent salary platform equivalent strong visual team responsibilities expert years experience opening growth contribute responsibilities multitask skills interface develop guidance management industry initiative people skills contribute strong equivalent report platform opening part-time on-line industry analyze salary multitask sales concepts responsibilities contribute benefits responsibilities passion strong required job industry multiple multitask customer,years customer degree multiple team parttime degree multitask resume permanent salary platform equivalent strong visual team responsibilities expert years experience opening growth contribute responsibilities multitask skills interface develop guidance management industry initiative people skills contribute strong equivalent report platform opening parttime online industry analyze salary multitask sales concepts responsibilities contribute benefits responsibilities passion strong required job industry multiple multitask customer,0.2166666666666666,years customer degree multiple team part-time degree multitask resume permanent salary platform equivalent strong visual team responsibilities expert years experience opening growth contribute responsibilities multitask skills interface develop guidance management industry initiative people skills contribute strong equivalent report platform opening part-time on-line industry analyze salary multitask sales concepts responsibilities contribute benefits responsibilities passion strong required job industry multiple multitask customer,years customer degree multiple team parttime degree multitask resume permanent salary platform equivalent strong visual team responsibilities expert years experience opening growth contribute responsibilities multitask skills interface develop guidance management industry initiative people skills contribute strong equivalent report platform opening parttime online industry analyze salary multitask sales concepts responsibilities contribute benefits responsibilities passion strong required job industry multiple multitask customer,0.2166666666666666,email_positive
{C7Y0-N9KG45XA-4112AMSX},08/02/2010 12:42:39,LCC0819,PC-8192,Sara.Gail.George@dtaa.com,,,Leslie.Cassandra.Colon@dtaa.com,17517,0,tender position opportunity interview opportunity tender of resign position letter interview letter resign letter position resign letter resign resign notice my 2 week position my my,1,tender position opportunity interview opportunity tender of resign position letter interview letter resign letter position resign letter resign resign notice my 2 week position my my,tender position opportunity interview opportunity tender resign position letter interview letter resign letter position resign letter resign resign notice 2 week position,0.0,tender position opportunity interview opportunity tender of resign position letter interview letter resign letter position resign letter resign resign notice my 2 week position my my,tender position opportunity interview opportunity tender resign position letter interview letter resign letter position resign letter resign resign notice 2 week position,0.0,email_neutral
{H0T0-N1CD07TA-6909AZVF},08/02/2010 17:33:21,RHL0992,PC-9040,BKM6137@hp.com,,,Rachel.Hermione.Le@dtaa.com,29272,0,recruiter growth contribute opening team people multitask opening hours process contribute team opening start growth industry degree growth multiple job concepts skills initiative opening multitask required multitask guidance multitask benefits analyze equivalent strong report job self,1,recruiter growth contribute opening team people multitask opening hours process contribute team opening start growth industry degree growth multiple job concepts skills initiative opening multitask required multitask guidance multitask benefits analyze equivalent strong report job self,recruiter growth contribute opening team people multitask opening hours process contribute team opening start growth industry degree growth multiple job concepts skills initiative opening multitask required multitask guidance multitask benefits analyze equivalent strong report job self,0.2166666666666666,recruiter growth contribute opening team people multitask opening hours process contribute team opening start growth industry degree growth multiple job concepts skills initiative opening multitask required multitask guidance multitask benefits analyze equivalent strong report job self,recruiter growth contribute opening team people multitask opening hours process contribute team opening start growth industry degree growth multiple job concepts skills initiative opening multitask required multitask guidance multitask benefits analyze equivalent strong report job self,0.2166666666666666,email_positive
{B3T0-T2MH27SD-5852QFPX},08/02/2010 18:30:42,RHL0992,PC-9040,BKM6137@hp.com,,,Rachel.Hermione.Le@dtaa.com,23539,0,sales degree customer sales develop process customer job years experience job resume contribute part-time growth develop permanent skills develop analyze growth resume resume multiple self people skills customer team technologies guidance strong responsibilities resume opening on-line recruiter expert contribute benefits initiative multitask platform concepts,1,sales degree customer sales develop process customer job years experience job resume contribute part-time growth develop permanent skills develop analyze growth resume resume multiple self people skills customer team technologies guidance strong responsibilities resume opening on-line recruiter expert contribute benefits initiative multitask platform concepts,sales degree customer sales develop process customer job years experience job resume contribute parttime growth develop permanent skills develop analyze growth resume resume multiple self people skills customer team technologies guidance strong responsibilities resume opening online recruiter expert contribute benefits initiative multitask platform concepts,0.2166666666666666,sales degree customer sales develop process customer job years experience job resume contribute part-time growth develop permanent skills develop analyze growth resume resume multiple self people skills customer team technologies guidance strong responsibilities resume opening on-line recruiter expert contribute benefits initiative multitask platform concepts,sales degree customer sales develop process customer job years experience job resume contribute parttime growth develop permanent skills develop analyze growth resume resume multiple self people skills customer team technologies guidance strong responsibilities resume opening online recruiter expert contribute benefits initiative multitask platform concepts,0.2166666666666666,email_positive
{Y1Q4-C5WT65DC-0624NUPX},08/03/2010 08:17:51,MOS0047,PC-5820,Fiona.C.Parrish@lockheedmartin.com,,,Mariko.Olga.Snyder@dtaa.com,24331,4,growth develop industry permanent start report skills benefits required required contribute strong multitask develop contribute years salary on-time visual on-line report job benefits required dynamic multitask hours resume contribute resume develop team skills dynamic contribute opening resume equivalent technologies degree self skills job years passion start start experience equivalent multitask report multiple multitask team hours required experience management skills permanent benefits,1,growth develop industry permanent start report skills benefits required required contribute strong multitask develop contribute years salary on-time visual on-line report job benefits required dynamic multitask hours resume contribute resume develop team skills dynamic contribute opening resume equivalent technologies degree self skills job years passion start start experience equivalent multitask report multiple multitask team hours required experience management skills permanent benefits,growth develop industry permanent start report skills benefits required required contribute strong multitask develop contribute years salary ontime visual online report job benefits required dynamic multitask hours resume contribute resume develop team skills dynamic contribute opening resume equivalent technologies degree self skills job years passion start start experience equivalent multitask report multiple multitask team hours required experience management skills permanent benefits,0.0866666666666666,growth develop industry permanent start report skills benefits required required contribute strong multitask develop contribute years salary on-time visual on-line report job benefits required dynamic multitask hours resume contribute resume develop team skills dynamic contribute opening resume equivalent technologies degree self skills job years passion start start experience equivalent multitask report multiple multitask team hours required experience management skills permanent benefits,growth develop industry permanent start report skills benefits required required contribute strong multitask develop contribute years salary ontime visual online report job benefits required dynamic multitask hours resume contribute resume develop team skills dynamic contribute opening resume equivalent technologies degree self skills job years passion start start experience equivalent multitask report multiple multitask team hours required experience management skills permanent benefits,0.0866666666666666,email_neutral
{E6D1-W2EI06FK-0514VWIQ},08/03/2010 08:46:14,MOS0047,PC-5820,Fiona.C.Parrish@lockheedmartin.com,,,Mariko.Olga.Snyder@dtaa.com,23337,0,multiple resume start concepts process visual responsibilities call experience develop technologies strong multitask skills concepts develop industry benefits compensation hours platform multitask skills responsibilities multitask hours people benefits technologies contribute interface required visual concepts process growth opening management resume degree part-time sales concepts team management opening years guidance degree,1,multiple resume start concepts process visual responsibilities call experience develop technologies strong multitask skills concepts develop industry benefits compensation hours platform multitask skills responsibilities multitask hours people benefits technologies contribute interface required visual concepts process growth opening management resume degree part-time sales concepts team management opening years guidance degree,multiple resume start concepts process visual responsibilities call experience develop technologies strong multitask skills concepts develop industry benefits compensation hours platform multitask skills responsibilities multitask hours people benefits technologies contribute interface required visual concepts process growth opening management resume degree parttime sales concepts team management opening years guidance degree,0.1083333333333333,multiple resume start concepts process visual responsibilities call experience develop technologies strong multitask skills concepts develop industry benefits compensation hours platform multitask skills responsibilities multitask hours people benefits technologies contribute interface required visual concepts process growth opening management resume degree part-time sales concepts team management opening years guidance degree,multiple resume start concepts process visual responsibilities call experience develop technologies strong multitask skills concepts develop industry benefits compensation hours platform multitask skills responsibilities multitask hours people benefits technologies contribute interface required visual concepts process growth opening management resume degree parttime sales concepts team management opening years guidance degree,0.1083333333333333,email_neutral
